example_id, text, aspect_term, term_location, class
930_1,Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),ginger lemonade with vodka,33--59,1
444_0,Veal Parmigana - Better than Patsy's!,Veal Parmigana,0--14,1
2467_0,Great wine[comma] great food.,wine,6--10,1
2467_1,Great wine[comma] great food.,food,18--22,1
1038_0,The service was mediocre[comma] and the lack of air conditioning made for a less than comfortable meal.,service,4--11,0
1038_1,The service was mediocre[comma] and the lack of air conditioning made for a less than comfortable meal.,air conditioning,42--58,-1
1038_2,The service was mediocre[comma] and the lack of air conditioning made for a less than comfortable meal.,meal,92--96,-1
1921_0,The food and staff always surprise me with the new heights they are taken to.,food,4--8,1
1921_1,The food and staff always surprise me with the new heights they are taken to.,staff,13--18,1
3494_0,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,pizza,45--50,0
1770_0,honestly the worst sushi my husband and i had in our entire lives.,sushi,19--24,-1
151_0,However[comma] if you want great food at a great price and don't mind the decor[comma] you can't beat this place.,food,27--31,1
151_1,However[comma] if you want great food at a great price and don't mind the decor[comma] you can't beat this place.,price,43--48,1
151_2,However[comma] if you want great food at a great price and don't mind the decor[comma] you can't beat this place.,decor,68--73,-1
1423_0,What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,sichuan cooking,53--68,1
1423_1,What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,chongqing hotpot,121--137,1
562_0,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,table,9--14,-1
562_1,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,waiter traffic,101--115,-1
562_2,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,dinner plates,24--37,-1
3272_0,Sake collection was excellent (Try Nanbu Bijin)[comma] but pricy.,Nanbu Bijin,35--46,1
971_0,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,dishes,18--24,1
971_1,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,chicken in curry sauc,46--67,1
971_2,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,salmon caserole,73--88,1
802_0,One of my favorites though was the Angry Lobster[comma] a cold lobster salad that was magnificent.,Angry Lobster,35--48,1
802_1,One of my favorites though was the Angry Lobster[comma] a cold lobster salad that was magnificent.,cold lobster salad,52--70,1
3103_0,Ask for Usha[comma] the nicest bartender in manhattan.,bartender,25--34,1
299_0,The service is outstanding and my crab-cake eggs benedict could not have been better.,service,4--11,1
299_1,The service is outstanding and my crab-cake eggs benedict could not have been better.,crab-cake eggs benedict,34--57,1
629_0,The place's decor and hidden bathrooms made for a good laugh.,decor,12--17,1
629_1,The place's decor and hidden bathrooms made for a good laugh.,bathrooms,29--38,1
2243_0,Its location is good and the fact that Hutner College is near and their prices are very reasonable[comma] makes students go back to Suan again and again.,location,4--12,1
2243_1,Its location is good and the fact that Hutner College is near and their prices are very reasonable[comma] makes students go back to Suan again and again.,prices,72--78,1
482_0,A wonderful place!,place,12--17,1
2526_0,Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,Deliveries,0--10,-1
2526_1,Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,prices,44--50,-1
2608_0,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,place,16--21,-1
1539_0,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,hot dogs,20--28,0
1539_1,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,menu,102--106,0
3044_0,I've had the chicken with garlic sauce[comma] chicken with black bean sauce[comma] and hunan chicken.,chicken with garlic sauce,13--38,0
3044_1,I've had the chicken with garlic sauce[comma] chicken with black bean sauce[comma] and hunan chicken.,chicken with black bean sauce,40--69,0
3044_2,I've had the chicken with garlic sauce[comma] chicken with black bean sauce[comma] and hunan chicken.,hunan chicken,75--88,0
448_0,Because of the delicate thin crust[comma] take-out pies get soggy in their boxes.,take-out pies,36--49,-1
448_1,Because of the delicate thin crust[comma] take-out pies get soggy in their boxes.,crust,29--34,-1
1687_0,The dish had like 6 pieces of beef in it.,dish,4--8,0
1687_1,The dish had like 6 pieces of beef in it.,beef,30--34,0
3567_0,We got in line and were served while in line a bannan fritter.,bannan fritter,47--61,0
3567_1,We got in line and were served while in line a bannan fritter.,served,24--30,0
2224_0,It might have been a little too spicy for my friend[comma] which you can couteract with eat more rice and keeping water on hand.,rice,91--95,0
2224_1,It might have been a little too spicy for my friend[comma] which you can couteract with eat more rice and keeping water on hand.,water,108--113,0
137_0,This place is always very crowded and popular.,place,5--10,1
1462_0,Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,Appetizers,0--10,0
1462_1,Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,main dishes,48--59,0
897_0,My wife and I went to Orsay for Valentine's dinner.,dinner,44--50,0
3463_0,I don't know about you guys[comma] but when I go somewhere to eat I go for the food not for the atmosphere.,food,73--77,0
3463_1,I don't know about you guys[comma] but when I go somewhere to eat I go for the food not for the atmosphere.,atmosphere,90--100,0
3511_0,A gentleman[comma] maybe the manager[comma] came to our table[comma] and without so much as a smile or greeting asked for our order.,manager,23--30,-1
3511_1,A gentleman[comma] maybe the manager[comma] came to our table[comma] and without so much as a smile or greeting asked for our order.,table,44--49,0
2114_0,we were tired and cold when we got to the restaurant[comma] then we sat down to begin ordering appetizers.,appetizers,89--99,0
1605_0,I've had pizza both times and the caprese salad appetizer.,pizza,9--14,0
1605_1,I've had pizza both times and the caprese salad appetizer.,caprese salad appetizer,34--57,0
1447_0,He was terribly thirsty after the meal too.,meal,34--38,-1
402_0,I wasn't there for the Half-Price Saturday Night Special[comma] but Tuesday Night.,Half-Price Saturday Night Special,23--56,0
1430_0,If you like the food and the value you get from some of Chinatown restaurants[comma] this is not the place for you.,food,16--20,0
1430_1,If you like the food and the value you get from some of Chinatown restaurants[comma] this is not the place for you.,value,29--34,0
2325_0,The selection changes frequently but the basic dishes are always available.,selection,4--13,0
2325_1,The selection changes frequently but the basic dishes are always available.,basic dishes,41--53,0
1536_0,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,soup,8--12,1
1536_1,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,nosh (pastrami sandwich),19--43,1
2403_0,I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,lunch,64--69,0
810_0,My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.,Christmas dinner,51--67,0
2169_0,I grew up on these bagels.,bagels,19--25,1
564_0,We were told that they were booked solid and no other table was available.,table,54--59,-1
1908_0,The restaraurant is very small so reservations are a must.,reservations,34--46,0
568_0,To my right[comma] the hostess stood over a busboy and hissed rapido[comma] rapido as he tried to clear and re-set a table for six.,hostess,17--24,-1
568_1,To my right[comma] the hostess stood over a busboy and hissed rapido[comma] rapido as he tried to clear and re-set a table for six.,busboy,38--44,0
568_2,To my right[comma] the hostess stood over a busboy and hissed rapido[comma] rapido as he tried to clear and re-set a table for six.,table,105--110,0
2553_0,After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,pizza,26--31,-1
2116_0,then we ordered a dinosaur rolls and white tuna sashimi.,dinosaur rolls,18--32,0
2116_1,then we ordered a dinosaur rolls and white tuna sashimi.,white tuna sashimi,37--55,0
2739_0,I'm partial to the Gnocchi.,Gnocchi,19--26,1
2937_0,they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,reservation,103--114,0
1420_0,Note that they do not serve beer[comma] you must bring your own.,beer,28--32,-1
2259_0,We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,bar,30--33,0
2378_0,The service was typical short-order[comma] dinner type.,service,4--11,0
1027_0,We shared a bottle of sake[comma] an order of edamames[comma] and she had the sushi plate while I had the sashimi.,bottle of sake,12--26,0
